,banglawords
24109,"['পলাতক', 'গোপনতা', 'নিরালা', 'অপ্রকাশিত', 'গূঢ়', 'লুক্কায়িত', 'একান্ত', 'গুপ্ত', 'রহস্যপূর্ণ']"
24110,['লুকাচুরি']
24111,"['মানুষের চামড়া', 'চামড়া', 'পশুচর্ম', 'চর্ম', 'অজিন', 'ছড়', 'লুকান', 'আড়াল করা', 'গুপ্ত রাখা', 'গোপন করা', 'গোপনে থাকা', 'গোপনে রাখা', 'গোপনে মজুত করা', 'লুকাইয়া ফেলা', 'লুকাইয়া পড়া', 'ছিপান', 'ছাপান', 'চাপা', 'আত্মগোপন করা', 'আড়াল হত্তয়া', 'সারা']"
24112,"['লুকাইয়া পড়া', 'গোপন করা', 'গোপনে থাকা', 'লুক্কায়িত', 'অপ্রকাশিত', 'গুপ্ত', 'গুহ্য', 'গোপন', 'গোপিত', 'গাপ', 'গূঢ়', 'নিগূঢ়', 'নিহিত', 'প্রচ্ছন্ন', 'রহস্যপূর্ণ', 'অজ্ঞাত', 'অন্ত:শীল', 'অন্ত:শীলা', 'একান্ত', 'নিরালা', 'চোরা']"
24113,"['লুকান', 'আড়াল করা', 'গুপ্ত রাখা', 'গোপন করা', 'গোপনে থাকা', 'গোপনে রাখা', 'গোপনে মজুত করা', 'লুকাইয়া ফেলা', 'লুকাইয়া পড়া', 'ছিপান', 'ছাপান', 'চাপা', 'আত্মগোপন করা', 'আড়াল হত্তয়া', 'সারা']"
24114,['উত্তর আমেরিকার শক্ত কাঠের গাছবিশেষ']
24115,"['কাজের সহায়ক ছোটখাট কল', 'পল্লীবাসী', 'কৃষক', 'প্রাদেশী', 'প্রাদেশবাসী', 'গ্রামবাসী', 'ছোট কল']"
24116,"['হিক্কার করা', 'আঁচলিক', 'অমার্জিত', 'পল্লীবাসিক', 'প্রাদেশিক', 'গ্রামবাসিক', 'পল্লীবাসী', 'কৃষক', 'প্রাদেশী', 'প্রাদেশবাসী', 'গ্রামবাসী', 'অসভ্য জাতির লোক']"
24117,"['হিক্কা করা', 'হিক্কা তুলিয়া করা', 'ত্তআক তোলা', 'উদ্গার তোলা', 'হিক্কা', 'হেঁচকি', 'উদ্গার']"
24118,"['হেঁকচি', 'হিক্কা তোলা', 'হিক্কা তুলিয়া বলা', 'হিক্কা করা', 'হিক্কা তুলিয়া করা', 'ত্তআক তোলা', 'উদ্গার তোলা', 'হিক্কা', 'হেঁচকি', 'উদ্গার']"
24119,['শীতযাপনতা']
24120,['শীতযাপন করা']
24121,"['বিচ্ছেদ', 'ফাঁক']"
24122,['মনোযোগ আকর্ষক অব্যয়']
24123,"['পরম বা পূর্ণ বিকাশ', 'পূর্ণবিকাশ', 'পরম বিকাশ', 'তুঙ্গী অবস্থা']"
24124,"['মনোযোগ আকর্ষণ ধ্বনিবিশেষ', 'প্রশ্নসূচক ধ্বনিবিশেষ']"
24125,"['ষণ্মিতি', 'ষটকোণ', 'ষড়্ভুজাকার']"
24126,"['ষড়্ভুজ ক্ষেত্র', 'ষট্কোণ']"
24127,[]
24128,['কোপা ইয়া কাটা']
24129,['ইতররতি-প্রবণ']
24130,"['নানাধর্মী', 'বিভিন্ন ধর্মী', 'বিভিন্ন উপাদানে গঠিত']"
24131,"['দ্বিধা', 'অবিশ্বাস', 'খটকা', 'সন্দেহ', 'সংশয়', 'কুণ্ঠা', 'প্রতর্ক', 'দ্বৈধ', 'দ্বৈধীভাব', 'দ্বিধাকরণ', 'ধারণার অনিশ্চয়তা', 'লজ্জা', 'মানসিক উত্তেজনা', 'সঙ্কোচ']"
24132,"['ইতস্ততঃ করা', 'দ্বিধা করা', 'করা', 'আগেপাছে করা', 'আগুপিছু করা', 'দোমনা হত্তয়া', 'দোলায়মান হত্তয়া', 'ভয়ে পশ্চাত্পদ হত্তয়া', 'সঙ্কোচ করা']"
24133,[]
24134,"['ইতস্ততঃ করে এমন', 'দ্বিধাগ্রস্ত', 'দ্বিধাপূর্ণ', 'করে এমন', 'সংশয়াপন্ন', 'অব্যবস্থ']"
24135,"['দ্বিধা', 'কুণ্ঠা']"
24136,[]
24137,['হের্ত্স্']
24138,"['সে বা তিনি স্বয়ং', 'তিনি স্বয়ং', 'সে স্বয়ং']"
24139,"['তাহার বা তাহাকে', 'তার']"
24140,"['ক্ষুদ্র সামুদ্রিক মত্স্যবিশেষ', 'সিন্ধু-সফরী', 'হেরিং', 'মত্স্যবিশেষ']"
24141,"['পোরা নারাঙ্গা', 'বিসর্প', 'বিচর্চিকা', 'পোড়া নারাঙ্গা', 'পোড়া বিসর্প']"
24142,"['সারস-জাতীয় পক্ষিবিশেষ', 'চকা', 'চক্রবাক', 'কাঁক', 'ক্রৌঁচ', 'সারস-জাতীয় পক্ষীবিশেষ']"
24143,"['বীরত্ব', 'সাহস', 'পরাক্রম', 'বীর্য', 'শৌর্য', 'পালোয়ানি']"
24144,"['উপদেবী', 'বীরনারী', 'বীরাঙ্গনা', 'উপদেবতা', 'আদর্শ পুরূষী']"
24145,['মর্ফিন হইতে তৈয়ারি মাদকবিশেষ']
24146,[]
24147,"['মহাকাব্যের ছন্দে লিখিত কবিতা', 'বীরত্বপূর্ণ', 'শূর', 'বীর্যবান', 'বীর', 'পরাক্রমশালী', 'বীরসুলভ', 'বীরোচিত', 'শৌর্যপূর্ণ', 'শৌর্যশালী']"
24148,"['বীরপুরুষ', 'আদর্শপুরুষ', 'চারিত্রিক', 'উপদেবতা', 'বীর', 'বীরপুরূষ', 'আদর্শ পুরূষ']"
24149,"['অন্ত্রবৃদ্ধিমূলক রোগ বিশেষ', 'হার্নিআ', 'অন্ত্রবৃদ্ধি', 'অন্ত্রবৃদ্ধিমূলক রোগবিশেষ']"
24150,"['নির্জনবাসী', 'বনবাসী', 'তপস্বী', 'নির্জনবাসী সন্ন্যাসী']"
24151,"['বাতাসও ঢুকিতে পারে না এমনভাবে রুদ্ধ', 'সম্পূর্ণভাবে রূদ্ধ']"
24152,"['উত্তরাধিকারীসূত্রে প্রাপ্ত সম্পত্তি পদ গুণাগুণ প্রভৃতি', 'ঐতিহ্য', 'উত্তরাধিকার', 'পৈতৃক সম্পত্তি']"
24153,['ইহার সঙ্গে']
24154,"['প্রচলিত মতবেরোধী', 'মতবিরোধী']"
24155,"['প্রচলিত মতের বিরুদ্ধ লোক', 'পাষণ্ড']"
24156,"['প্রচলিত মতের বিরুদ্ধ বিশ্বাস', 'বৈধর্ম্য', 'প্রচলিত মতের বিরূদ্ধ বিশ্বাস']"
24157,"['ইহারে মধ্যে', 'এখানে', 'ইহার মধ্যে']"
24158,"['বংশপরম্পরাক্রমে চারিত্রিক বৈশিষ্ট্যাদির পুনরাবৃত্তি', 'উত্তরাধিকারসূত্রে প্রাপ্তি-সাধনা', 'বংশগতি', 'পুরুষ-পরম্পরা']"
24159,"['উত্তরাধিকারসূত্রে প্রাপ্ত', 'বংশগত', 'পৈতৃক', 'পুরুষানুক্রমিক', 'কৌলিক', 'পুরুষ-পরম্পরাগত']"
24160,['এতদ্দ্বারা']
24161,"['ভবিষ্যৎ', 'ভবিষ্যৎ অবস্থা', 'অদ্যাবধি', 'ভবিষ্যতে', 'অনন্তর', 'অনতর', 'অত:পর']"
24162,['এখানে কোথাত্ত']
24163,"['এইস্থানে', 'এখানে', 'এই স্থানে', 'অত্র']"
24164,"['যূথভূত করা', 'একত্র তাড়িত করা', 'একত্র চালিত করা', 'পশুপালক', 'পাল', 'পশুপাল', 'যূথ', 'মানুষের পাল', 'মানুষের বড় দল', 'গোকুল']"
24165,['তৃণভোজী প্রাণী']
24166,['লতাপাতার ভেষজ গুণসংক্রান্ত']
24167,"['শক্ত ডাটাহীন লতা', 'ঔষধি', 'গাছড়া', 'তৃণ']"
24168,"['ঘোষণা প্রচারক', 'সরকারি কুলাচার্য', 'অগ্রদূত', 'ঘোষক']"
24169,"['তার', 'তাহার', 'তাঁহার', 'তাহাকে', 'তাঁহাকে', 'তছু', 'তাক']"
24170,['যকৃতের প্রদাহ']
24171,"['বালক ভৃত্য', 'দৃঢ় সমর্থক', 'ভৃত্য', 'বালকভৃত্য', 'দক্ষিণহস্তস্বরুপ সহায়ক ব্যক্তি']"
24172,"['অত:পর', 'অতঃপর']"
24173,"['এই স্থান হয়তে', 'অতঃপর', 'এই নিমিত্তে', 'অতএব', 'সুতরাং', 'এই স্থান হইতে', 'অত:পর', 'ভবিষ্যতে']"
24174,"['পক্ষিণী', 'মুরগি হংসী প্রভৃতি', 'মুরগি']"
24175,"['শণ তৈয়ারী', 'শণ', 'গাঁজা', 'ভাং', 'ক্ষুমা', 'গঁজিকা']"
