,banglaenglishmixed
26819,"['হিমশৈল', 'তুষারস্তূপ', 'সমুদ্রে ভাসন্ত বিরাট তুষারস্তূপ', 'আবেগহীন ব্যক্তি']"
26820,"['গৃধ্নু ব্যক্তি', 'শকুনি', 'গৃধ্র', 'শকুনিতুল্য লোভী ব্যক্তি']"
26821,"['আঘাত বা আক্রমণ করা যায় এমন', 'সুরক্ষিত নয় এমন', 'জেয়', 'ভেদ্য', 'ভেদনীয়', 'সমালোচনার যোগ্য']"
26822,[]
26823,"['অশিষ্ট বা অশ্লীল রীতিনীতি', 'অশিষ্ট বা অশ্লীল বাক্য বা আচার-ব্যবহার', 'গ্রাম্যতা', 'অভদ্রতা']"
26824,"['অশিষ্ট', 'নীচ', 'সাধারণ লোক-সম্বন্ধীয়', '', 'অভদ্র', 'অমার্জিত', 'প্রাকৃত', 'কুরুচিপূর্ণ', 'স্থুল', 'গেঁয়ে', 'ইতর', 'জাল্ম', 'প্রচলিত', 'মামুলি', 'অসংস্কৃত', 'অনার্য', 'গ্রাম্য', 'নিম্নশ্রেণীর জনসন্প্রদায়ের', 'প্রথাগত', 'সাধারণ', 'জনসাধারণ-সম্বন্ধীয়', 'গেঁয়ো']"
26825,[]
26826,[]
26827,"['ঈক্ষণকামী', 'অপরের যৌনক্রিয়া বা যৌনাঙ্গ দেখে যৌন তৃপ্তিলাভকারী ব্যক্তি']"
26828,"['যে সমুদ্রযাত্রা করে', 'অজ্ঞাত সমুদ্রের আবিষ্কারক', 'সংযাত্রী', 'ভ্রমণকার', 'জলযাত্রী']"
26829,"['ভ্রমণ করা', 'জলযাত্রা করা', 'জলযাত্রা', 'ভ্রমণ', 'সমুদ্রযাত্রা', 'সমুদ্রযাত্রা করা']"
26830,"['স্বরবর্ণ', 'স্বরধ্বনি', 'স্বর']"
26831,"['শপথপূর্বক বলা', 'শপথ করা', 'শপথপূর্বক ব্রত গ্রহণ করা', 'প্রতিশ্রুত হত্তয়া', 'ভীতিপ্রদর্শন করা', 'প্রতিজ্ঞা', '', 'ব্রত পালন করা', 'ব্রত', 'সঙ্কল্প', 'প্রতিশ্রুতি', 'বাধ্যবাধকতাপূর্ণ দায়িত্ব', 'বাধ্যবাধকতাপূর্ণ সঙ্কল্প']"
26832,"['প্রামাণিক', 'প্রামাণিক সাক্ষ্য', 'প্রামাণিক দলিল', 'রসিদ', 'প্রমাণক', 'সাক্ষী', 'প্রমাণদাতা', 'প্রমাণ-পত্র']"
26833,"['সাক্ষী হইতে বলা', 'সাক্ষী হত্তয়া', 'জামিন হত্তয়া', 'সমর্থন করা', 'জামিন হওয়া', 'সাক্ষ্য দেওয়া']"
26834,[]
26835,"['নির্বাচক', 'ভোটদাতা', 'ভোট দিবার অধিকারী']"
26836,"['ভোটপ্রদান', 'মতপ্রদান', 'ভোট', 'মত', 'প্রদত্ত ভোটের সংখ্যা', 'ভোটাধিকার', 'ভোট দেত্তয়া', 'অধিকাংশ কর্তৃক মতপ্রকাশ', 'মত প্রকাশ করিয়া মনোনীত করা', 'নির্বাচন করা']"
26837,"['ঘূর্ণি', 'আবর্ত', 'ঘূর্ণিবাত্যা', 'ঘূর্ণ্যামান গতি']"
26838,"['জলের ঘূর্ণি', 'ঘূর্ণি বাতাস', 'পাক', 'ঘূর্ণি', 'আবর্ত', 'ঘূর্ণিবাত্যা', 'ঘূর্ণ্যামান গতি']"
26839,"['আহারে প্রচণ্ড লোভ', 'অর্থগৃধ্নুতা', 'আকুল আকাঙ্ক্ষা']"
26840,"['লোভী', 'উদরসর্বস্ব', 'পেটুক', 'অতি ক্ষুধার্ত', 'খাইয়ে', 'অতিশয় লোভপূর্ণ', 'অতিশয় লোভী', 'অতিভোজী']"
26841,"['দুর্ভাগ্যদায়ক ব্যক্তি', 'দুর্ভাগ্যদায়ক বস্তু', 'ডাকিনী-বিদ্যাবিশেষ', 'ডাকিনীবিদ্যা', 'জাদু করা', 'দুর্ভাগ্য ঘটন', 'জাদুমুগ্ধ করা']"
26842,"['প্রবলভাবে নির্গত করা', '', 'উগারাইয়া ফেলা', 'বমন করা', 'বমি করা', 'বমন করান', 'বমন করিয়া ফেলা', 'উদ্গিরণ করা', 'উগরাইয়া ফেলা', 'বমনোদ্রেককর হত্তয়া', 'ত্তআক তোলা', 'উদ্গার তোলা', 'বমন', 'বমি', 'উদ্গিরণ', 'উদ্গার', 'ত্তয়াক্', 'ন্যক্কার', 'উদ্বমন', 'বমনোদ্রেককর ঔষধ', 'উগরাইয়া-ফেলা বস্তু']"
26843,"['ইন্দ্রিয়পরতন্ত্র', 'ইন্দ্রিয়সুখবর্ধক', 'ইন্দ্রি়পরায়ণতাপূর্ণ', 'ইন্দ্রি়পরায়ণ']"
26844,"['স্বেচ্ছায় দিতে চাত্তয়া', 'স্বেচ্ছায় করিতে চাত্তয়া', 'অযাচিতভাবে দেত্তয়া', 'কোন কার্যে স্বেচ্ছাপূর্বক নিয্ক্ত হওয়া', 'যে স্বেচ্ছায় সৈনিক ইত্যাদি হয়', 'স্বেচ্ছাসেবী', 'স্বেচ্ছায় প্রদায়ক', 'স্বেচ্ছাসেবক', 'স্বেচ্ছাসৈনিক', 'স্বেচ্ছাকর্মী']"
26845,"['স্বেচ্ছাকৃত', 'স্বেচ্ছাক্রিয়', 'স্বত:প্রবৃত্ত', 'স্বেচ্ছাধীন', 'স্বেচ্ছাপ্রসত্ত', 'স্বেচ্ছাচালিত', 'স্বাধীন', 'স্বত:স্ফূর্ত', 'ইচ্ছাজনিত', 'উদ্দেশ্যমূলক', 'খোশ', 'অযাচিত', 'স্বতঃপ্রবৃত্ত', 'ঐচ্ছিক', 'স্বেচ্ছাচারী লোক', 'ইচ্ছামত বাজাইবার গৎবিশেষ']"
26846,"['স্বেচ্ছায়', 'নিজের খুশিতে', 'স্বেচ্ছাপ্রণোদনা', 'স্বতঃপ্রবর্তনা', 'স্বতঃস্ফূর্ততা']"
26847,"['দীর্ঘ', 'বহু গ্রন্থবিশিষ্ট', 'বৃহদাকার', 'বহু পুস্তক প্রণয়ন করে এমন', 'বৃহদায়তন']"
26848,"['একখানি বই', 'অনেকখানি', 'প্রচুর পরিমাণ', 'স্বরের প্রাবল্য', 'আয়তন', 'পরিমাণ', 'খণ্ড', 'মোট পরিমাণ', 'পাকাইয়া-রাখা পৃষ্ঠাসমূহ', 'ত্রৈমাত্রিক আয়তন', 'ঘনফল', 'ঘনমান', 'ঘনতা', 'কণ্ঠস্বর', 'কিতা']"
26849,"['ভোল্টাজ্', 'ভোল্টেজ', 'ভোল্টের হিসেবে বিদ্যুত্চালক বলের মাত্রা']"
26850,"['ভোল্ট', 'বৈদ্যুতিক মানের একক']"
26851,['ভলিবলখেলা']
26852,"['যুগপৎ গোলাগুলিবৃষ্টি', 'ভূমিস্পর্শের পূর্বে বলের জোর প্রতিক্ষেপ', 'নিক্ষেপ করা', 'মুক্ত করা', 'বরখাস্ত করা', 'খারিজ করা', 'নিক্ষেপ', 'খালাস', 'বন্দুকাদির দাগা', 'ভারমুক্তি', 'নির্গমন']"
26853,"['ইচ্ছাশক্তি', 'সংকল্প', 'মনন', 'যাহা ইচ্ছা করা হয়', 'নির্বাচন', 'সাধ', 'ইচ্ছা', 'স্বেচ্ছা', 'কাম্যতা']"
26854,"['আগ্নেয়গিরি', 'কর্মকার', 'লৌহ-কারিগর']"
26855,"['আগ্নেয়গিরি-সম্বন্ধীয়', 'অগ্ন্যুৎপাত-সংক্রান্ত', 'আগ্নেয়গিরিতুল্য', 'আগ্নেয়গিরি হইতে উতপন্ন', 'আগ্নেয়গিরিময়', 'আগ্নেয়গিরি-সংক্রান্ত']"
26856,"['উদ্বায়িতা', 'অবিশ্বাস', 'দ্বিধা', 'সন্দেহ', 'ধারণার অনিশ্চয়তা']"
26857,"['চঞ্চল', 'উদ্বায়ী', 'যাহা দ্রুত উবিয়া যায়', 'লঘুচিত্ত', 'হৃষ্ট', 'পরিবর্তনশীল', 'প্রাণবন্ত', 'পলায়নপর']"
26858,[]
26859,"['শূন্য', '', 'অসার', 'অকার্যকর করা', 'বিমুক্ত করা', 'অগ্রাহ্য করা', 'নিক্ষেপ করা', 'বিচ্ছুরিত বিকীর্ণ করা', 'বিচ্ছুরিত নির্গত করা', 'ছোড়া', 'রদ করা', 'বাতিল করা', 'শূন্যস্থান', 'শূন্যতা', 'ফাঁকা স্থান', 'অভাব বোধ', 'অতৃপ্তিেিবাধ', 'অকার্যকর', 'বাতিল', 'শূন্যগর্ভ', 'খালি', 'অনধিকৃত', 'পরিত্যক্ত', 'অব্যবহৃত', 'পড়ো', 'পতিত', 'বিহীন', 'বিফল', 'বাজে', 'অপ্রযোজ্য']"
26860,[]
26861,"['ধ্বনিত করা', 'ব্যক্ত করা', 'স্বরযুক্ত করা', 'সুরনিয়ন্ত্রণ করা', 'মুখস্বরূপ হত্তয়া', 'ভোট', 'বাক্য', 'ভাষা', 'মত', 'কণ্ঠস্বর', 'স্বর', 'বাচ্য', 'সুর', 'উচ্চারণ', 'উচ্চারণভঙ্গি', 'ব্যক্ত ইচ্ছা', 'ব্যক্ত ধারণা', 'নিস্বন', 'ধ্বনি', 'ঘোষধ্বনি', 'কুহর', 'কথায় প্রকাশ', 'বাচন', 'বক্তা', 'আত্তয়াজ', 'মুখস্বরূপ']"
